rate,IR,totalAsset2023,totalDebt2023,totalEquity2023,revenue2023,operatingIncome2023,earningBeforeTax2023,margin2023,turnover2023,leverage2023,totalAsset2022,totalDebt2022,totalEquity2022,revenue2022,operatingIncome2022,earningBeforeTax2022,margin2022,turnover2022,leverage2022,totalAsset2021,totalDebt2021,totalEquity2021,revenue2021,operatingIncome2021,earningBeforeTax2021,margin2021,turnover2021,leverage2021
BBB+,11,2.35E+12,1.35E+12,9.97E+11,1.69E+11,37223707165,1.77E+11,1.045010617,0.072046367,2.354499396,2.07E+12,1.25E+12,8.17E+11,1.35E+11,19185280991,30498487923,0.225445462,0.065488758,2.529006221,2.06E+12,1.26E+12,8.01E+11,96732675316,-5333099753,36126657182,0.373469017,0.046996902,2.569092145
BBB+,14,1.73E+12,1.12E+12,6.14E+11,1.61E+12,29449898866,-22746360005,-0.014144968,0.927757728,2.825024851,1.82E+12,1.20E+12,6.27E+11,1.87E+12,48301486163,-7741897895,-0.004137163,1.02560439,2.909647875,1.65E+12,1.19E+12,4.61E+11,1.13E+12,19343532632,-11485837791,-0.010172257,0.683323454,3.585237566
BBB+,14,1.56E+12,9.09E+11,6.46E+11,1.13E+12,45625511996,28904850747,0.025541822,0.727582485,2.408077155,1.36E+12,7.11E+11,6.48E+11,1.16E+12,20319000000,47431000000,0.041046433,0.84990729,2.097504647,1.23E+12,6.23E+11,6.06E+11,7.18E+11,41503000000,50264000000,0.069977599,0.584496366,2.028210786
BBB+,10,1.20E+12,7.52E+11,4.45E+11,1.80E+12,83728814908,84627250932,0.046943164,1.506299105,2.689086959,1.00E+12,6.48E+11,3.57E+11,1.69E+12,87362958755,95109032046,0.056268497,1.682496608,2.815140071,8.71E+11,5.82E+11,2.88E+11,1.24E+12,24157220350,31531060960,0.025498346,1.420141244,3.018814886
BBB+,12,1.10E+12,3.11E+11,7.88E+11,8.66E+11,26548625914,31027663790,0.035815187,0.787820687,1.395066133,9.26E+11,1.60E+11,7.66E+11,6.25E+11,20463968046,-17103673358,-0.02735194,0.675139321,1.20843523,0,0,0,0,0,0,0,0,0
BBB+,11,1.07E+12,6.46E+11,4.24E+11,1.54E+12,1.44E+11,1.14E+11,0.073789101,1.442010395,2.523415597,1.02E+12,6.79E+11,3.43E+11,1.47E+12,1.40E+11,1.11E+11,0.075956213,1.43317789,2.979333644,8.98E+11,6.33E+11,2.65E+11,1.20E+12,74322762774,48360638252,0.040303789,1.335475693,3.390517469
BBB+,12,9.88E+11,7.71E+11,2.18E+11,2.16E+12,72420507238,57348007255,0.026542361,2.186071242,4.537318012,8.11E+11,6.54E+11,1.57E+11,1.82E+12,38516830106,33228557555,0.018242221,2.246208804,5.181556062,4.16E+11,2.59E+11,1.58E+11,9.32E+11,12759974586,13351098208,0.014320571,2.239671103,2.641349032
BBB+,6,9.84E+11,6.15E+11,3.68E+11,3.90E+11,16227308107,-3556753200,-0.009119088,0.396492018,2.671000992,1.01E+12,6.29E+11,3.78E+11,4.11E+11,23150739615,4983497902,0.012116808,0.408164553,2.663426548,9.53E+11,5.76E+11,3.77E+11,4.00E+11,30151833641,13538148626,0.03388765,0.419339911,2.525937091
BBB+,8,8.99E+11,4.32E+11,4.67E+11,4.20E+11,16747766268,-4642399938,-0.011061587,0.467076348,1.924429615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB+,5,8.34E+11,4.68E+11,3.66E+11,3.87E+11,21111259627,10988324633,0.028368611,0.464495993,2.277879592,7.31E+11,3.55E+11,3.76E+11,4.15E+11,64273149352,-20265814633,-0.048853033,0.567367186,1.943005603,7.22E+11,3.42E+11,3.79E+11,3.65E+11,69667993298,62035046957,0.169730858,0.506543895,1.90142968
BBB+,12,7.94E+11,3.92E+11,4.02E+11,7.58E+11,29658000000,7221000000,0.009530082,0.953780349,1.976444597,6.25E+11,3.04E+11,3.21E+11,7.04E+11,18241000000,10240000000,0.014554634,1.12554553,1.948710275,5.86E+11,2.72E+11,3.14E+11,5.72E+11,-1638000000,-62475000000,-0.109294063,0.976185516,1.86501473
BBB+,5,7.91E+11,4.25E+11,3.66E+11,4.17E+11,-12705033605,-27061047532,-0.064914752,0.526885449,2.160871333,7.67E+11,3.86E+11,3.81E+11,5.25E+11,56796897447,53842499291,0.102634296,0.683886492,2.012585836,0,0,0,0,0,0,0,0,0
BBB+,11,7.60E+11,5.09E+11,2.50E+11,1.32E+12,-9266044241,-30013184731,-0.022684915,1.741921103,3.034925826,8.40E+11,5.63E+11,2.77E+11,1.44E+12,9088699355,5077396552,0.003522857,1.715486455,3.036157238,8.11E+11,5.37E+11,2.74E+11,1.28E+12,60297722374,29292033728,0.022926749,1.57589197,2.957665763
BBB+,14,7.16E+11,4.74E+11,2.43E+11,9.26E+11,22449000000,8773000000,0.009473683,1.292841367,2.952851307,6.44E+11,4.07E+11,2.37E+11,8.15E+11,25030000000,10325000000,0.012673579,1.264089932,2.714318204,5.85E+11,3.51E+11,2.34E+11,6.33E+11,20710000000,15214000000,0.024046912,1.080953634,2.496781432
BBB+,12,6.65E+11,3.74E+11,2.90E+11,3.59E+11,34391440450,53625238098,0.149330227,0.540247783,2.288740037,6.79E+11,4.39E+11,2.39E+11,5.98E+11,47540403155,33486911594,0.056019677,0.880813562,2.83640563,0,0,0,0,0,0,0,0,0
BBB+,10,6.25E+11,3.52E+11,2.72E+11,6.94E+11,13703818450,6830871845,0.009842389,1.110674072,2.293724182,4.88E+11,2.49E+11,2.39E+11,4.90E+11,9700155485,-8999337471,-0.018353722,1.004847035,2.038579896,0,0,0,0,0,0,0,0,0
BBB+,12,6.22E+11,4.26E+11,1.96E+11,6.49E+11,4502795734,11665261995,0.017962627,1.043682635,3.17382723,5.54E+11,3.73E+11,1.80E+11,6.14E+11,-965285127,9997683949,0.016278306,1.109474236,3.068852829,5.68E+11,3.98E+11,1.70E+11,5.21E+11,-73285371359,-35114769738,-0.067341792,0.918021624,3.339752021
BBB+,12,5.79E+11,4.34E+11,1.46E+11,4.74E+11,11525459000,17938344000,0.037880924,0.817421289,3.973414196,5.80E+11,4.33E+11,1.47E+11,4.48E+11,15839553000,6074068000,0.013568938,0.771605754,3.952273595,5.51E+11,4.08E+11,1.44E+11,3.92E+11,8409000000,6692000000,0.017051159,0.71179764,3.838923044
BBB+,12,5.74E+11,4.83E+11,91061754835,1.88E+12,27728234775,11121285139,0.005928538,3.27010276,6.299556343,5.20E+11,4.32E+11,88443765005,1.54E+12,30682700016,17724173008,0.01149408,2.964195043,5.88190176,5.24E+11,4.60E+11,63777587446,1.35E+12,6261100580,4946760403,0.003669059,2.575112558,8.209220298
BBB+,10,5.39E+11,2.87E+11,2.52E+11,3.45E+11,-2247161467,-19140115518,-0.055413025,0.640883964,2.141320258,5.48E+11,2.82E+11,2.66E+11,4.03E+11,28060459106,24223836860,0.060162917,0.734400618,2.059905026,5.79E+11,3.28E+11,2.52E+11,4.03E+11,28354678017,32231103061,0.079913346,0.695998107,2.300760953
BBB+,8,5.24E+11,3.84E+11,1.40E+11,3.07E+11,2894014787,-6274738720,-0.020449535,0.585082213,3.744293695,4.12E+11,2.97E+11,1.15E+11,2.89E+11,3947745331,-465749398,-0.001612462,0.701456035,3.592158383,1.23E+11,69123244228,53790356856,46214637706,2350490799,9879625611,0.213776978,0.375992871,2.285048999
BBB+,8,5.09E+11,1.81E+11,3.28E+11,1.11E+11,303024279,7351594817,0.06597323,0.218753671,1.551743001,4.73E+11,1.65E+11,3.08E+11,1.08E+11,802971835,3959367755,0.036649648,0.228236166,1.537575555,4.47E+11,1.39E+11,3.08E+11,1.02E+11,4363911122,5421700155,0.053383524,0.227232127,1.449497714
BBB+,12,4.88E+11,2.65E+11,2.23E+11,6.87E+11,11277861780,17521997019,0.025495104,1.408344629,2.183688721,4.83E+11,2.72E+11,2.10E+11,7.01E+11,18609241225,8565054048,0.01221911,1.452679562,2.295602799,0,0,0,0,0,0,0,0,0
BBB+,8,3.83E+11,2.08E+11,1.75E+11,2.53E+11,3706462386,4879313835,0.019299678,0.660431377,2.1837748,3.86E+11,2.16E+11,1.70E+11,2.60E+11,-1615834521,-10204999539,-0.039179063,0.674605537,2.274798049,3.47E+11,1.73E+11,1.75E+11,2.39E+11,-8796482623,-31128275843,-0.130490727,0.687407514,1.98854844
BBB+,12,3.73E+11,2.47E+11,1.25E+11,4.22E+11,13298980181,7712537795,0.01828775,1.131758825,2.977697378,3.74E+11,2.50E+11,1.25E+11,3.98E+11,7437519525,4173013294,0.010488039,1.063102342,3.005544027,0,0,0,0,0,0,0,0,0
BBB+,14,3.07E+11,1.26E+11,1.80E+11,2.43E+11,776941000,4911234000,0.020185605,0.793265618,1.699332228,2.50E+11,72291278000,1.77E+11,2.35E+11,1977933000,4069117000,0.017310389,0.94188537,1.407779294,0,0,0,0,0,0,0,0,0
BBB+,10,3.05E+11,1.22E+11,1.82E+11,2.14E+11,-7485616190,-7141566596,-0.033316659,0.70288176,1.671079097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB+,11,2.91E+11,1.61E+11,1.29E+11,33197940000,3146441000,2489211000,0.074980887,0.114242075,2.246077412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB+,11,2.71E+11,1.56E+11,1.15E+11,3.89E+11,55879165000,53723073000,0.137943901,1.437313008,2.362598879,2.55E+11,1.55E+11,99499666000,3.25E+11,37707331000,34637541000,0.10652393,1.275689167,2.561730167,0,0,0,0,0,0,0,0,0
BBB+,12,2.58E+11,1.07E+11,1.52E+11,4.20E+11,5729081726,2743658926,0.006536363,1.624036815,1.702816867,2.40E+11,73022046073,1.67E+11,3.99E+11,5069913564,73635105838,0.184773123,1.661104113,1.437550008,2.65E+11,1.57E+11,1.08E+11,2.96E+11,9855834276,16911914568,0.057095637,1.117059837,2.46152709
BBB+,11,2.51E+11,1.34E+11,1.17E+11,3.29E+11,9343700254,7157706702,0.02175912,1.30880929,2.142321941,2.44E+11,1.31E+11,1.13E+11,2.84E+11,5935849482,3921865416,0.01380555,1.164975669,2.165773652,2.27E+11,1.19E+11,1.08E+11,2.47E+11,4387717514,7401956991,0.030003589,1.087663742,2.106400727
BBB+,9,2.36E+11,1.04E+11,1.32E+11,67234962000,126253000,2249190000,0.033452685,0.285181901,1.786849897,2.25E+11,96732000000,1.29E+11,80641000000,8237000000,12554000000,0.155677633,0.357985999,1.75259665,2.04E+11,84756773000,1.19E+11,64074716000,10689051000,19322185000,0.301557092,0.314354715,1.711807689
BBB+,14,2.24E+11,1.72E+11,52701000000,4.19E+11,16108000000,21615000000,0.051582065,1.867076284,4.258685793,1.38E+11,1.08E+11,29834599000,3.39E+11,13930861000,19587173000,0.057795352,2.457180002,4.622976297,0,0,0,0,0,0,0,0,0
BBB+,9,2.14E+11,39057132000,1.75E+11,9813179000,2658630000,17781002000,1.811951255,0.04584946,1.223217687,0,0,0,0,0,0,0,0,0,1.76E+11,35267774000,1.41E+11,5390782000,1801020000,21831833000,4.049845273,0.030574775,1.250042862
BBB+,9,2.13E+11,1.10E+11,1.03E+11,26893075403,20523790393,14840946062,0.551850089,0.12620268,2.070506187,2.70E+11,1.75E+11,95641218127,21632033146,17537436948,12513001877,0.578447795,0.080045128,2.825643312,2.49E+11,1.61E+11,87520241037,31950264577,17971670570,14679420213,0.459445967,0.128373794,2.843737972
BBB+,7,2.00E+11,68588498000,1.31E+11,78067849000,-18822157000,-19419102000,-0.248746472,0.390875939,1.52302977,1.09E+11,67820000000,40768000000,53687000000,-13886000000,-14232000000,-0.265092108,0.494410064,2.663559655,78837748000,27572697000,51265051000,50327688000,2221929000,2081701000,0.041362937,0.638370442,1.53784589
BBB+,14,1.98E+11,93976000000,1.04E+11,1.68E+11,11248000000,3037000000,0.018089225,0.847672422,1.90288613,1.92E+11,88770000000,1.04E+11,1.83E+11,1876000000,3153000000,0.017255816,0.949234518,1.855837182,1.66E+11,81057000000,84944000000,1.27E+11,4862000000,6706000000,0.053010601,0.762061674,1.954240441
BBB+,11,1.98E+11,1.49E+11,48915659000,1.88E+11,13722730000,13571908000,0.072165539,0.949663989,4.048490934,1.30E+11,92878000000,37274000000,1.91E+11,8753000000,7953000000,0.041637653,1.467553322,3.491763696,80501000000,49789000000,30712000000,1.51E+11,4128000000,5156000000,0.034208676,1.872299723,2.621157854
BBB+,1,1.91E+11,80658016725,1.10E+11,2.16E+11,14616047952,14740701136,0.068343241,1.128639594,1.730301038,1.72E+11,69953261400,1.02E+11,1.95E+11,17039922094,7915549507,0.040595109,1.133260916,1.685105924,1.55E+11,54662046603,1.00E+11,1.55E+11,8139375532,11333430758,0.073048588,1.002344336,1.545941899
BBB+,7,1.88E+11,1.30E+11,57409173250,94334674935,428688410,2780299859,0.029472724,0.50274521,3.268452091,1.31E+11,98819853253,32250241601,87087135928,5585567026,1362615831,0.01564658,0.664431776,4.064158541,1.16E+11,83592881155,32337991849,65740648196,468658767,90960742,0.00138363,0.567067654,3.584974402
BBB+,14,1.85E+11,76946934881,1.08E+11,2.39E+11,6051854924,15568427898,0.065178679,1.292744824,1.713655011,1.18E+11,57691200244,60658007158,2.31E+11,10709399057,8675540200,0.03762185,1.94845787,1.951089608,88036000000,39243000000,48793000000,1.52E+11,5748000000,4968000000,0.032678621,1.726861738,1.804275203
BBB+,9,1.78E+11,96259942000,81688769000,1.09E+11,1220013000,-761464000,-0.007007748,0.610627104,2.178374251,1.74E+11,89260000000,84243000000,1.28E+11,14190000000,10609000000,0.082641345,0.739894987,2.05955391,1.74E+11,97859099000,76205292000,1.13E+11,16239834000,12887457000,0.113783827,0.650693932,2.284150962
BBB+,9,1.69E+11,1.33E+11,35492353000,1.05E+11,-3778848000,-7506316000,-0.071293585,0.624091548,4.753278882,1.09E+11,92678000000,16657000000,1.07E+11,5434000000,3943000000,0.036727242,0.981927105,6.563907066,57209000000,44465000000,12744000000,79007000000,4011000000,3518000000,0.0445277,1.381023965,4.489092906
BBB+,10,1.62E+11,98891075000,63372086000,1.32E+11,8409508000,17627361000,0.133865046,0.811521772,2.560483191,1.25E+11,77149000000,48268000000,1.21E+11,9009000000,15063000000,0.124758773,0.962684485,2.598346731,96697000000,61347000000,35350000000,89177000000,1910000000,5425000000,0.060834072,0.9222313,2.735417256
BBB+,12,1.47E+11,87615000000,59590000000,1.95E+11,3971000000,1264000000,0.00646769,1.327624741,2.47029703,1.41E+11,82399000000,58802000000,2.12E+11,8573000000,6562000000,0.030889449,1.504486512,2.401295874,1.33E+11,79459000000,53257000000,1.52E+11,8975000000,9863000000,0.064863407,1.145739775,2.491991663
BBB+,7,1.45E+11,75259038035,69381328685,32525031491,-2482196188,-4479678942,-0.137730195,0.224868287,2.08471601,1.53E+11,82702817085,70405985825,46776298869,1191676163,221511098,0.004735541,0.305510186,2.174656048,1.19E+11,48545918826,70300476371,47305873014,2258241085,1899218674,0.04014763,0.398042136,1.690548931
BBB+,12,1.40E+11,70079000000,69919000000,87337000000,3000000000,1660000000,0.019006836,0.623844626,2.002288362,1.36E+11,61026000000,75055000000,83547000000,3993000000,4337000000,0.0519109,0.613950515,1.813083739,1.22E+11,51643797000,70580258000,59501657000,3902185000,3245448000,0.054543826,0.486824439,1.731703148
BBB+,12,1.39E+11,82994506000,56112077000,78770974000,9514926000,7605033000,0.096546134,0.566263453,2.479084547,1.44E+11,95054000000,49322000000,86062000000,7973000000,3490000000,0.04055216,0.596096304,2.927213008,1.49E+11,1.03E+11,45937874000,73069784000,10146380000,5128842000,0.070191011,0.489096765,3.252161778
BBB+,6,1.32E+11,76010927801,55872580309,74802246295,-11091735610,-12019536865,-0.16068417,0.567184232,2.360433461,1.16E+11,49031051590,67184675194,1.19E+11,19363287600,18962685230,0.159569232,1.022552883,1.729795172,1.07E+11,56553002778,50716951704,1.20E+11,27426671824,27662692398,0.231175303,1.115513719,2.115071014
BBB+,12,1.31E+11,69797000000,61690000000,82874000000,6708000000,4805000000,0.057979583,0.630282842,2.13141514,1.39E+11,80592000000,58695000000,80835000000,6784000000,7791000000,0.096381518,0.580348489,2.373064145,1.11E+11,57610000000,53607000000,80547000000,7228000000,9139000000,0.113461706,0.724232806,2.074673084
BBB+,3,1.30E+11,57462375611,72661881957,83100721820,10747626419,7804851067,0.093920376,0.638625906,1.790818708,1.21E+11,57633122299,63439269173,68941504014,5335951770,3987639340,0.05784091,0.569423823,1.908477084,1.03E+11,43029514810,60098612480,58780469815,4942171014,7583732380,0.129017893,0.56997515,1.715981834
BBB+,13,1.25E+11,73339000000,51735000000,80971000000,13372000000,12073000000,0.149102765,0.647384748,2.41758964,1.19E+11,76540010000,42341816000,87089558000,11248268000,10979118000,0.126066985,0.732572513,2.807669515,98009812000,67098682000,30911130000,71295791000,5446292000,5463561000,0.076632308,0.727435239,3.17069651
BBB+,8,1.24E+11,45756762000,78733782000,25024869000,5576235000,5586975000,0.223256913,0.201018232,1.581157933,1.20E+11,46315592000,73774978000,23172641000,4272589000,5529995000,0.238643278,0.192959705,1.627795402,1.09E+11,39601367000,69374685000,26572915000,6709141000,8284041000,0.311747544,0.243841785,1.570833107
BBB+,8,1.24E+11,46775344000,76998953000,76029750000,-1007177000,4075676000,0.053606332,0.614261215,1.60748026,1.27E+11,51760536000,74882655000,0,0,0,0,0,1.691221966,1.49E+11,47670758000,1.01E+11,1.20E+11,1553691000,4469697000,0.037125927,0.808780844,1.471117921
BBB+,11,1.23E+11,46189226647,76375473694,1.19E+11,8480464711,6263351169,0.052602418,0.971483989,1.604765174,1.12E+11,52458125239,59629389908,62265973516,-6948319778,-10242812632,-0.164500963,0.555512123,1.879736072,97999633459,36304570247,61695063212,60410288476,2367343254,1438189833,0.023807035,0.616433821,1.588451788
BBB+,10,1.19E+11,82593885000,36206940000,1.50E+11,3284415000,1284306000,0.008535327,1.266569083,3.281161705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB+,6,1.14E+11,75755116000,38300481000,1.37E+11,11318947000,10248806000,0.074633128,1.203995951,2.977915525,91894141000,60070284000,31823857000,1.17E+11,5694920000,5397202000,0.04600499,1.276661947,2.887586536,82679000000,54594000000,28085000000,1.11E+11,6371000000,6332000000,0.057263782,1.33741337,2.943884636
BBB+,10,1.09E+11,59910288000,49219910000,65499295000,2862789000,1065419000,0.016266114,0.600194045,2.217196212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB+,14,1.07E+11,68630000000,38823000000,2.80E+11,6272000000,7868000000,0.028054212,2.610043461,2.76776653,84687000000,49467000000,35220000000,2.21E+11,7077000000,7577000000,0.034285688,2.60956227,2.40451448,0,0,0,0,0,0,0,0,0
BBB+,10,1.06E+11,55063269000,51420498000,64658891000,10524115000,8208275000,0.126947352,0.607218291,2.070842779,0,0,0,0,0,0,0,0,0,99900539000,59822651000,40077888000,46639647000,6944765000,5028285000,0.107811386,0.466860814,2.492659768
BBB+,12,1.05E+11,59424903000,45564747000,63750137000,5833295000,4385553000,0.06879284,0.607204015,2.304185953,1.10E+11,68622840000,41375328000,1.00E+11,4686115000,4428211000,0.04428098,0.909129241,2.658544918,94481609000,56514049000,37967560000,57341314000,1961013000,424504000,0.007403109,0.606904503,2.48848251
BBB+,12,1.02E+11,77499295000,24297647000,1.50E+11,3700854000,2876786000,0.019158331,1.475078534,4.18958025,94028000000,71957000000,22071000000,1.23E+11,2423000000,1359000000,0.011014662,1.31217297,4.260251008,82712273000,61245310000,21466963000,1.02E+11,260798000,1155140000,0.011317617,1.233984369,3.853003007
BBB+,11,98897000000,48735000000,50162000000,53164000000,1718000000,2839000000,0.053400798,0.53756939,1.971552171,82606000000,40175000000,42431000000,49539000000,84000000,4148000000,0.083732009,0.599702201,1.946831326,64449000000,36791000000,27658000000,38929000000,-4214000000,-2486000000,-0.063859847,0.604027991,2.330211874
BBB+,9,98347863000,35331843000,63016020000,52141053000,827781000,-4239471000,-0.081307737,0.530169659,1.560680332,0,0,0,0,0,0,0,0,0,97560335000,41094410000,56465925000,63128192000,3583444000,7757931000,0.122891703,0.647068217,1.727773609
BBB+,11,97581000000,61628000000,35953000000,1.24E+11,4181000000,2568000000,0.020661689,1.273690575,2.714126777,82161000000,50921000000,31240000000,1.36E+11,9395000000,6226000000,0.045807031,1.654288531,2.629993598,62133000000,36253000000,25880000000,1.27E+11,8775000000,7474000000,0.05908207,2.035987318,2.400811437
BBB+,10,97416467000,61807540000,35608927000,1.57E+11,2829320000,1052756000,0.006686222,1.616272452,2.735731605,94435834000,59002559000,35433275000,1.60E+11,4122636000,3254804000,0.02029188,1.698500762,2.665173739,94494885000,61135875000,33359010000,1.78E+11,6982317000,4964464000,0.0278964,1.883284402,2.832664548
BBB+,11,92711000000,39316000000,53395000000,47676000000,2505000000,3723000000,0.078089605,0.514243186,1.736323626,89115000000,38839000000,50276000000,46906000000,3589000000,2757000000,0.058777129,0.526353588,1.772515713,90965009000,42862046000,48102963000,51291961000,13001626000,20671543000,0.40301721,0.563864738,1.891047938
BBB+,12,86840671000,28389094000,58451577000,52467431000,7083388000,5875941000,0.111992161,0.604180396,1.485685681,81618946000,27756202000,53862744000,43542583000,6507547000,6204350000,0.14248925,0.53348622,1.515313553,78972872000,29883858000,49089014000,39571780000,7280562000,10461283000,0.264362205,0.501080675,1.608768756
BBB+,14,85818000000,50233000000,35585000000,1.65E+11,6647000000,5470000000,0.033182888,1.920855765,2.411634115,81704540000,50475937000,31228603000,1.03E+11,3914608000,2898133000,0.028253054,1.255471091,2.616336696,75475012000,45948699000,29526313000,75651541000,2227123000,1380308000,0.018245603,1.002338907,2.556194944
BBB+,7,81203000000,62930000000,18273000000,1.74E+11,2856000000,1983000000,0.011393409,2.143369087,4.443878947,78127000000,57571000000,20556000000,1.94E+11,3502000000,3699000000,0.01905758,2.4843652,3.800690796,61588000000,44466000000,17122000000,1.55E+11,2899000000,3273000000,0.021107414,2.517763201,3.597009695
BBB+,7,80986831000,46325427000,34661404000,61887989000,6836186000,5403247000,0.087306876,0.764173486,2.336513287,80975845000,48788068000,32187777000,54353650000,9822849000,9113685000,0.167673836,0.671232884,2.515732758,0,0,0,0,0,0,0,0,0
BBB+,8,80897711000,48389221000,32508490000,62367950000,6139319000,5683256000,0.091124624,0.770948266,2.488510263,0,0,0,0,0,0,0,0,0,58224030000,37207266000,21016764000,44747950000,1804802000,2544772000,0.056869019,0.768547797,2.770361317
BBB+,10,77791328000,48218215000,29573113000,1.19E+11,3275993000,2696527000,0.022639644,1.531101552,2.630474783,78798714000,51972264000,26826450000,1.21E+11,824722000,203589000,0.001689016,1.529683302,2.937351532,74375890000,47650849000,26725041000,99909226000,-730130000,-901949000,-0.009027685,1.34330125,2.783003775
BBB+,9,74618000000,53060000000,21558000000,2.16E+11,3204000000,2066000000,0.009586028,2.888337935,3.461267279,52317000000,32344000000,19973000000,1.66E+11,8304000000,5169000000,0.031226779,3.164000229,2.619386171,0,0,0,0,0,0,0,0,0
BBB+,13,74533953000,30522025000,44011928000,24126141000,5345652000,5592093000,0.231785639,0.323693297,1.693494386,0,0,0,0,0,0,0,0,0,68499570000,27637547000,40862023000,23857233000,3932155000,3563351000,0.149361454,0.34828296,1.676362671
BBB+,1,74221475480,35463609527,38757865953,62973743089,-6834978363,-10934162737,-0.173630504,0.848457171,1.915004184,85639408971,34231202185,51408206786,68879662118,-482207989,-424379786,-0.006161177,0.804298663,1.66587038,80512092573,32128768315,48383324258,57560933140,-7002665054,-7146294866,-0.124151824,0.714935251,1.664046318
BBB+,11,71979921000,37011034000,34968887000,74546497000,2054430000,1392390000,0.018678141,1.035656833,2.05839897,0,0,0,0,0,0,0,0,0,57588609000,27723562000,29865047000,58095629000,852408000,2978080000,0.051261688,1.008804172,1.928294605
BBB+,8,70343912000,46985072000,23358840000,1.10E+11,2847605000,1671644000,0.015238164,1.559497359,3.011447144,64824000000,42549000000,22275000000,97397000000,7661000000,7058000000,0.072466298,1.502483648,2.91016835,46726994000,30242439000,16484555000,77494237000,8593286000,8248446000,0.106439476,1.658446871,2.834592381
BBB+,13,69182990000,49365853000,19817137000,1.94E+11,-147806000,56386000,0.00029134,2.797508867,3.491068866,67346244000,47385492000,19960752000,1.82E+11,3209377000,556712000,0.003066979,2.695295643,3.373933207,55576000000,34551000000,21025000000,1.33E+11,7091000000,7035000000,0.052809368,2.396987908,2.64332937
BBB+,11,69154516000,32618333000,36536183000,1.00E+11,6420360000,6570127000,0.065642928,1.44732237,1.892767945,0,0,0,0,0,0,0,0,0,58059823000,31726299000,26333524000,97573836000,6402612000,8432387000,0.086420575,1.680574121,2.204787441
BBB+,14,64325962000,39346124000,24979838000,49408497000,3221514000,2041757000,0.041324005,0.768095734,2.575115259,60472554000,37173508000,23299046000,49632027000,2663854000,1718289000,0.034620569,0.820736412,2.595494854,58581546000,36633056000,21948490000,38977255000,1214748000,433727000,0.011127695,0.665350399,2.669046754
BBB+,3,63729606000,14416064000,49313542000,26976311000,-1760382000,-3387403000,-0.125569541,0.423293234,1.292334791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB+,14,63587000000,40959000000,22628000000,1.63E+11,4207000000,3127000000,0.019140367,2.569267303,2.810102528,61890000000,41642000000,20248000000,1.62E+11,2885000000,2519000000,0.015508123,2.62451123,3.056598183,54383000000,35903000000,18480000000,1.79E+11,3611000000,2945000000,0.016408513,3.300296048,2.94280303
BBB+,7,63127000000,38374000000,24753000000,87785000000,8205000000,7233000000,0.082394487,1.390609406,2.550276734,48500420000,28693970000,19806450000,50664998000,5559390000,5367521000,0.105941404,1.044630088,2.448718473,38309724000,23582315000,14727409000,49160897000,3206618000,2692821000,0.054775669,1.28324853,2.601253486
BBB+,3,62735000000,32999000000,29736000000,43552000000,1648000000,713000000,0.016371234,0.694221726,2.109732311,47381000000,19692000000,27689000000,37756000000,856000000,116000000,0.003072359,0.796859501,1.711184947,32209000000,21636000000,10573000000,25934000000,-1976000000,-4189000000,-0.161525411,0.805178677,3.046344462
BBB+,13,62022272000,32603345000,29418927000,63064727000,2663502000,1970710000,0.031249005,1.016807753,2.108243853,54451864000,26545422000,27906442000,67666387000,4575972000,1944337000,0.028734163,1.242682656,1.951229182,0,0,0,0,0,0,0,0,0
BBB+,9,61679920000,45668424000,16011496000,3350137000,1072027000,-689949000,-0.205946503,0.054314873,3.852227175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB+,9,59326000000,31445000000,27881000000,1.09E+11,1724000000,856000000,0.007830295,1.842682803,2.127828987,53415000000,31885000000,21530000000,1.29E+11,1668000000,1204000000,0.009343619,2.412393522,2.480956804,54697000000,34182000000,20515000000,1.31E+11,8603000000,7912000000,0.060291092,2.399217507,2.666195467
BBB+,9,57097603000,43191267000,13906336000,1.83E+11,2933098000,2583712000,0.014093636,3.210725589,4.105869655,55704000000,43197000000,12507000000,1.54E+11,1803000000,2187000000,0.014183523,2.768077696,4.453825858,48242574000,36643358000,11599216000,1.36E+11,2379553000,1680475000,0.012351422,2.820230529,4.159123686
BBB+,9,55094742000,34508791000,20585951000,35835327000,1822822000,941702000,0.026278594,0.650430979,2.676327268,52639000000,31544000000,21095000000,32380000000,1585000000,811000000,0.025046325,0.615133266,2.495330647,40477275000,19783379000,20693896000,20651179000,1148215000,1193444000,0.057790599,0.510191929,1.956000697
BBB+,9,54805000000,41358000000,13447000000,96635000000,2911000000,2156000000,0.022310757,1.763251528,4.075630252,49733000000,38015000000,11718000000,92507000000,2972000000,2303000000,0.024895413,1.860072789,4.244154293,45924000000,36233000000,9691000000,84053000000,1186000000,696000000,0.00828049,1.830263043,4.738829842
