rate,IR,totalAsset2023,totalDebt2023,totalEquity2023,revenue2023,operatingIncome2023,earningBeforeTax2023,margin2023,turnover2023,leverage2023,totalAsset2022,totalDebt2022,totalEquity2022,revenue2022,operatingIncome2022,earningBeforeTax2022,margin2022,turnover2022,leverage2022,totalAsset2021,totalDebt2021,totalEquity2021,revenue2021,operatingIncome2021,earningBeforeTax2021,margin2021,turnover2021,leverage2021
BBB-,8,6221000000,4295000000,1926000000,2219000000,363000000,154000000,0.069400631,0.356695065,3.230010384,0,0,0,0,0,0,0,0,0,6379179000,4772005000,1607174000,3847505000,316624000,467280000,0.121450135,0.603134823,3.969190019
BBB-,11,6209000000,2585000000,3624000000,45300000000,586000000,486000000,0.010728477,7.295860847,1.713300221,6014000000,2790000000,3224000000,46313000000,591000000,490000000,0.010580183,7.700864649,1.865384615,6041000000,3252000000,2789000000,44272000000,424000000,365000000,0.008244489,7.328587982,2.166009322
BBB-,12,6198075000,3615553000,2582522000,9395117000,1100756000,1000057000,0.106444337,1.515812087,2.400008596,5355000000,3413000000,1942000000,13305000000,463000000,520000000,0.039083051,2.484593838,2.757466529,5447948000,3969519000,1478429000,12651252000,630834000,511818000,0.040455917,2.322204984,3.684957479
BBB-,12,6186833000,5839065000,347768000,4762945000,24407000,-74918000,-0.015729344,0.769851877,17.79011582,0,0,0,0,0,0,0,0,0,3040132000,2213624000,826508000,3628738000,447749000,407508000,0.112300199,1.193611988,3.678285026
BBB-,12,6124422000,5000178000,1124244000,8389974000,283943000,115047000,0.013712438,1.369920949,5.447591448,5599000000,4578000000,1021000000,10349000000,240000000,241000000,0.023287274,1.84836578,5.483839373,3060000000,2258000000,802000000,9510000000,502000000,620000000,0.065194532,3.107843137,3.815461347
BBB-,13,6083835000,4025569000,2058266000,14887724000,149850000,99501000,0.006683426,2.447095294,2.955806004,7623690000,5654959000,1968731000,16559987000,402945000,350537000,0.02116771,2.172174761,3.872387848,5514579000,3862780000,1651799000,11441898000,33601000,-41082000,-0.003590488,2.074845242,3.338529083
BBB-,14,6045000000,4420000000,1625000000,21283000000,466000000,378000000,0.017760654,3.520760959,3.72,4311235000,3025711000,1285524000,20219105000,390917000,345752000,0.017100262,4.689863809,3.353679122,3428000000,2454000000,974000000,14521000000,273000000,214000000,0.014737277,4.235997666,3.519507187
BBB-,10,5932000000,2699000000,3233000000,5688000000,-285000000,-401000000,-0.070499297,0.958867161,1.834828333,0,0,0,0,0,0,0,0,0,5682000000,2059000000,3623000000,8898000000,388000000,351000000,0.039447067,1.565997888,1.568313552
BBB-,11,5805499000,4103058000,1702441000,13499799000,327525000,310612000,0.023008639,2.325346882,3.410102905,4585849000,3146401000,1439448000,14334723000,789519000,464369000,0.032394696,3.125860228,3.185838599,3499319000,2506371000,992948000,9885209000,347492000,216346000,0.02188583,2.824895072,3.524171457
BBB-,11,5782741000,3293547000,2489194000,10458545000,708384000,513539000,0.049102337,1.808579184,2.323137931,5657659000,3670685000,1986974000,10024610000,441112000,336096000,0.03352709,1.77186536,2.84737445,0,0,0,0,0,0,0,0,0
BBB-,12,5764680000,3778966000,1985714000,4699833000,196158000,124923000,0.026580306,0.815280814,2.903076677,0,0,0,0,0,0,0,0,0,5523330000,3319776000,2203554000,4195741000,262122000,251744000,0.05999989,0.759639746,2.506555319
BBB-,8,5747000000,2452000000,3295000000,5947000000,159000000,173000000,0.029090298,1.034800766,1.744157815,0,0,0,0,0,0,0,0,0,4622000000,1711000000,2911000000,7546000000,299000000,286000000,0.037900875,1.632626569,1.587770526
BBB-,12,5718000000,4042000000,1676000000,8305000000,252000000,149000000,0.017940999,1.45243092,3.411694511,5232000000,3690000000,1542000000,7804000000,327000000,152000000,0.019477191,1.491590214,3.392996109,4833000000,3429000000,1404000000,7224000000,240000000,138000000,0.01910299,1.494723774,3.442307692
BBB-,5,5658528000,5242191000,416337000,2544471000,30115000,20344000,0.007995375,0.449670126,13.59122057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB-,12,5573774000,3003783000,2569991000,7034191000,546944000,330746000,0.047019764,1.262015826,2.168791253,4939000000,2678000000,2261000000,5705000000,376000000,304000000,0.053286591,1.155092124,2.184431667,4110000000,2140000000,1970000000,3408000000,176000000,138000000,0.040492958,0.82919708,2.086294416
BBB-,10,5520935000,4095560000,1425375000,10116569000,220747000,45557000,0.004503207,1.832401396,3.873321056,5946597000,4561631000,1384966000,9546727000,182678000,17184000,0.001799989,1.605410119,4.293677246,5767349000,4396304000,1371045000,8745146000,143741000,13476000,0.001540969,1.51631989,4.206535161
BBB-,9,5482385000,4364064000,1118321000,2516210000,347796000,103565000,0.041159124,0.458962659,4.902335734,0,0,0,0,0,0,0,0,0,2089198000,1164662000,924536000,3460785000,141535000,114206000,0.033000027,1.656513648,2.25972596
BBB-,7,5469000000,3765000000,1704000000,11453000000,370000000,81000000,0.007072383,2.094167124,3.209507042,4741040000,3032371000,1708669000,10543958000,422046000,74057000,0.007023643,2.223975752,2.774697733,3781000000,2058000000,1723000000,8594000000,502000000,311000000,0.036188038,2.272943666,2.194428323
BBB-,14,5464309000,3561460000,1902849000,6162052000,210906000,71615000,0.01162194,1.127690985,2.871646147,4944454000,3105096000,1839358000,5510315000,126641000,30921000,0.005611476,1.114443577,2.688141188,5320480000,3499026000,1821454000,7670392000,100126000,75700000,0.009869118,1.441672932,2.921007064
BBB-,9,5462000000,2191000000,3271000000,4487000000,105000000,31000000,0.006908848,0.821493958,1.669825741,0,0,0,0,0,0,0,0,0,5090000000,1782000000,3308000000,3714000000,-169000000,-416000000,-0.112008616,0.729666012,1.538694075
BBB-,10,5417000000,3531000000,1886000000,6881000000,323000000,255000000,0.037058567,1.270260292,2.872216331,4595000000,2944000000,1651000000,4484000000,304000000,173000000,0.038581624,0.975843308,2.78316172,4472068000,2974449000,1497619000,2197850000,1662000,170662000,0.077649521,0.491461668,2.986118632
BBB-,11,5375826000,3622309000,1753517000,14651177000,-16579000,50921000,0.003475557,2.725381551,3.065739311,4255000000,2452000000,1803000000,17999000000,306000000,328000000,0.018223235,4.230082256,2.35995563,4532709000,2900420000,1632289000,17225243000,195075000,204406000,0.011866654,3.800209323,2.776903477
BBB-,13,5372328000,3488087000,1884241000,39167646000,91523000,30848000,0.000787589,7.290628197,2.851189418,4338700000,2365308000,1973392000,29497602000,267796000,283080000,0.009596712,6.798718971,2.198600177,0,0,0,0,0,0,0,0,0
BBB-,12,5366356000,3509983000,1856373000,1459314000,128948000,167120000,0.114519562,0.271937605,2.890774645,0,0,0,0,0,0,0,0,0,4048908000,2048673000,2000235000,535571000,155791000,199364000,0.372245697,0.132275418,2.024216155
BBB-,14,5364908000,754792000,4610116000,15516453000,749672000,744789000,0.047999952,2.892212318,1.163725164,5019000000,1092000000,3927000000,14503000000,456000000,441000000,0.030407502,2.889619446,1.278074866,4511542000,866394000,3645148000,12662109000,595506000,601449000,0.047499907,2.806603374,1.237684176
BBB-,10,5346000000,2260000000,3086000000,9601000000,406000000,252000000,0.026247266,1.795922185,1.732339598,5151000000,2287000000,2864000000,11899000000,539000000,377000000,0.031683335,2.310036886,1.79853352,4467000000,1955000000,2512000000,9611000000,375000000,352000000,0.036624701,2.151555854,1.778264331
BBB-,14,5307000000,1196000000,4111000000,5848000000,167000000,59000000,0.010088919,1.101940833,1.290926782,6175000000,1732000000,4443000000,7661000000,215000000,156000000,0.020362877,1.240647773,1.389826694,6234000000,1867000000,4367000000,7798000000,229000000,159000000,0.020389844,1.250882259,1.427524616
BBB-,13,5306388000,2902829000,2403559000,15923889000,367412000,267970000,0.016828176,3.000890436,2.207721134,4492575000,2320033000,2172542000,12665525000,268804000,193209000,0.015254717,2.819212812,2.067888676,4321000000,2320000000,2001000000,9238000000,230000000,171000000,0.0185105,2.137931034,2.15942029
BBB-,10,5293000000,3583000000,1710000000,10408000000,878000000,727000000,0.069850115,1.966370678,3.095321637,4516000000,3372000000,1144000000,7298000000,296000000,261000000,0.035763223,1.616031887,3.947552448,1559000000,708000000,851000000,5414000000,522000000,516000000,0.09530846,3.472738935,1.831962397
BBB-,10,5273905000,3674138000,1599767000,67388640000,207674000,36631000,0.000543578,12.77775007,3.296670703,4537000000,2961000000,1576000000,81760000000,340000000,204000000,0.002495108,18.02071854,2.878807107,3361787000,1864784000,1497003000,79561685000,687901000,639165000,0.008033578,23.66648601,2.245678198
BBB-,7,5272122000,2693733000,2578389000,2155389000,148005000,508821000,0.23606922,0.408827603,2.04473491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB-,11,5262320000,3590610000,1671710000,10189584000,-60500000,-133533000,-0.013104853,1.936329224,3.147866556,5876491000,3714473000,2162018000,12911090000,596953000,466606000,0.036139939,2.197074751,2.718058314,5744112000,3936216000,1807896000,14239726000,1142808000,1000771000,0.070280215,2.479012596,3.177235859
BBB-,10,5248000000,3630000000,1618000000,9888000000,358000000,227000000,0.02295712,1.884146341,3.243510507,5327638000,3906519000,1421119000,9861998000,393286000,301259000,0.030547461,1.85110137,3.748903505,4750000000,3685000000,1065000000,9152000000,278000000,195000000,0.021306818,1.926736842,4.460093897
BBB-,7,5191000000,2478000000,2713000000,7733000000,177000000,26000000,0.003362214,1.489693701,1.913380022,5550000000,2861000000,2689000000,9045000000,142000000,17000000,0.001879491,1.62972973,2.063964299,5597000000,2922000000,2675000000,8182000000,108000000,14000000,0.001711073,1.461854565,2.092336449
BBB-,10,5178000000,3707000000,1471000000,2718000000,181000000,3000000,0.001103753,0.524913094,3.520054385,0,0,0,0,0,0,0,0,0,2914000000,1615000000,1299000000,3024000000,364000000,318000000,0.10515873,1.037748799,2.243264049
BBB-,10,5140784000,2867812000,2272972000,4470907000,81689000,-18695000,-0.004181478,0.869693611,2.26170142,0,0,0,0,0,0,0,0,0,5166000000,2990000000,2176000000,4900000000,120000000,131000000,0.026734694,0.948509485,2.374080882
BBB-,8,5075000000,2059000000,3016000000,5894000000,219000000,170000000,0.028842891,1.16137931,1.682692308,4377000000,1514000000,2863000000,6571000000,249000000,223000000,0.033936996,1.501256568,1.528815927,4062000000,1391000000,2671000000,7206000000,274000000,250000000,0.034693311,1.774002954,1.520778735
BBB-,8,5060000000,3446000000,1614000000,3225000000,251000000,98000000,0.030387597,0.637351779,3.135068154,0,0,0,0,0,0,0,0,0,5645924000,4221260000,1424664000,6953498000,368577000,346462000,0.04982557,1.231596104,3.96298636
BBB-,10,5046000000,2761000000,2285000000,5951000000,450000000,456000000,0.076625777,1.17934998,2.208315098,0,0,0,0,0,0,0,0,0,4440000000,2714000000,1726000000,6213000000,185000000,200000000,0.032190568,1.399324324,2.572421784
BBB-,5,4957749000,2893662000,2064087000,2192615000,272064000,89099000,0.040635953,0.442260187,2.401908931,0,0,0,0,0,0,0,0,0,3481683000,2051879000,1429804000,1128364000,123730000,93513000,0.082874852,0.324085794,2.435077115
BBB-,9,4925352000,2956797000,1968555000,6890450000,175018000,17662000,0.002563258,1.398976154,2.502013914,4451311000,2490365000,1960946000,7014534000,186043000,78563000,0.011200031,1.575835524,2.269981427,4328209000,2438452000,1889757000,6637411000,172762000,72815000,0.010970392,1.533523682,2.290352146
BBB-,12,4911411000,2715392000,2196019000,6072423000,459503000,394230000,0.064921367,1.236390724,2.236506606,4318000000,2502000000,1816000000,4966000000,113000000,88000000,0.017720499,1.150069477,2.377753304,3987000000,2217000000,1770000000,4692000000,375000000,372000000,0.079283887,1.17682468,2.252542373
BBB-,12,4824597000,2913255000,1911342000,3700341000,177946000,102466000,0.027690961,0.766974112,2.524193472,0,0,0,0,0,0,0,0,0,3664944000,2594950000,1069994000,3705510000,124569000,103581000,0.027953237,1.011068655,3.425200515
BBB-,14,4779558000,3179892000,1599666000,4381591000,215587000,106277000,0.024255345,0.916735606,2.987847463,0,0,0,0,0,0,0,0,0,4324027000,2937714000,1386313000,5442924000,216872000,116595000,0.02142139,1.258762723,3.119084218
BBB-,11,4772317000,1044633000,3727684000,1221443000,28547000,100339000,0.082147918,0.255943392,1.280236469,0,0,0,0,0,0,0,0,0,4273642000,1205446000,3068196000,6751402000,1086115000,1101363000,0.163131006,1.579777155,1.392884288
BBB-,7,4746000000,3131000000,1615000000,6304000000,257000000,147000000,0.023318528,1.328276443,2.93869969,5081000000,3595000000,1486000000,5990000000,198000000,144000000,0.024040067,1.178901791,3.419246299,5134598000,3789623000,1344975000,7780714000,186561000,183773000,0.023619041,1.515350179,3.817615941
BBB-,10,4729255000,1932382000,2796873000,2785004000,-109974000,-145009000,-0.052067789,0.588888525,1.690908025,0,0,0,0,0,0,0,0,0,4963458000,1798698000,3164760000,3235727000,390000,61575000,0.019029727,0.651909818,1.568352103
BBB-,9,4707000000,2766000000,1941000000,7975000000,-28000000,11000000,0.00137931,1.694285107,2.42503864,5650047000,3719961000,1930086000,9524631000,140960000,132664000,0.013928519,1.685761375,2.927355051,4140000000,2328000000,1812000000,8387000000,31000000,151000000,0.018004054,2.025845411,2.284768212
BBB-,10,4695000000,2593000000,2102000000,15157000000,476000000,412000000,0.02718216,3.228328009,2.23358706,2785000000,1049000000,1736000000,13870000000,569000000,567000000,0.040879596,4.980251346,1.604262673,1807671000,791439000,1016232000,8189451000,528722000,535314000,0.065366286,4.530387996,1.778797558
BBB-,8,4651384000,2764615000,1886769000,7453484000,288924000,128909000,0.017295133,1.602422849,2.465264163,5269761000,3510739000,1759022000,6905431000,133645000,108950000,0.015777437,1.31038789,2.995847124,0,0,0,0,0,0,0,0,0
BBB-,9,4618000000,3030000000,1588000000,6539000000,426000000,344000000,0.052607432,1.415980944,2.908060453,2394000000,1100000000,1294000000,8398000000,327000000,392000000,0.04667778,3.507936508,1.85007728,2925547000,1906498000,1019049000,11781435000,405530000,521539000,0.044267867,4.027087926,2.870859988
BBB-,9,4573000000,2941000000,1632000000,8625000000,321000000,208000000,0.024115942,1.886070413,2.802083333,4694000000,3228000000,1466000000,8156000000,332000000,175000000,0.021456596,1.737537282,3.201909959,4461000000,3134000000,1327000000,8143000000,346000000,164000000,0.020139998,1.825375476,3.361718161
BBB-,13,4509000000,1978000000,2531000000,6753000000,402000000,328000000,0.048571005,1.497671324,1.781509285,4633000000,2364000000,2269000000,5874000000,247000000,182000000,0.030983997,1.267860997,2.041868665,4193000000,2052000000,2141000000,4092000000,-965000000,643000000,0.157135875,0.975912235,1.95843064
BBB-,11,4425948000,2739763000,1686185000,2950186000,196545000,152154000,0.051574375,0.666565897,2.624829423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB-,13,4389658000,2189263000,2200395000,5060701000,67852000,49494000,0.009780068,1.152869085,1.994940908,0,0,0,0,0,0,0,0,0,4419935000,2330224000,2089711000,4729946000,87130000,31335000,0.006624811,1.070139267,2.115093905
BBB-,8,4362000000,2886000000,1476000000,2716000000,346000000,267000000,0.098306333,0.62265016,2.955284553,0,0,0,0,0,0,0,0,0,2834134000,1687529000,1146605000,2524358000,157772000,102644000,0.040661428,0.890698182,2.471761417
BBB-,10,4339236000,2346338000,1992898000,14139274000,227420000,201128000,0.014224776,3.258470846,2.177349769,4112678000,2261655000,1851023000,13227760000,50473000,61743000,0.004667684,3.216337384,2.221840571,3810000000,1980000000,1830000000,12618000000,14000000,38000000,0.003011571,3.311811024,2.081967213
BBB-,14,4270134000,2175948000,2094186000,16469378000,414465000,359272000,0.021814546,3.856876154,2.039042377,4215500000,2425985000,1789515000,11321197000,213258000,216198000,0.019096744,2.685611908,2.3556662,3529548000,1918481000,1611067000,7384592000,336069000,378485000,0.051253339,2.092220307,2.190813914
BBB-,10,4207000000,1913000000,2294000000,14147000000,337000000,194000000,0.013713155,3.362728785,1.83391456,4135000000,2006000000,2129000000,10619000000,316000000,191000000,0.017986628,2.568077388,1.942226397,3226000000,1246000000,1980000000,11411000000,260000000,215000000,0.018841469,3.537197768,1.629292929
BBB-,9,4207000000,3036000000,1171000000,6273000000,305000000,196000000,0.031245018,1.491086285,3.59265585,3350000000,2357000000,993000000,6814000000,301000000,215000000,0.031552686,2.034029851,3.373615307,2525000000,1728000000,797000000,5160000000,124000000,163000000,0.031589147,2.043564356,3.168130489
BBB-,10,4165804000,2856145000,1309659000,13170399000,107420000,30923000,0.002347917,3.161550327,3.180831041,4443700000,3164965000,1278735000,11207927000,-82631000,-124082000,-0.011070914,2.522206045,3.475074976,0,0,0,0,0,0,0,0,0
BBB-,10,4159000000,2689000000,1470000000,16165000000,392000000,323000000,0.019981441,3.886751623,2.829251701,3205000000,2026000000,1179000000,19461000000,409000000,373000000,0.019166538,6.072074883,2.718405428,3173027000,2793205000,379822000,11789376000,235761000,211936000,0.017976863,3.715498166,8.353984235
BBB-,10,4154000000,2952000000,1202000000,7885000000,134000000,211000000,0.02675967,1.898170438,3.455906822,4772784000,3759915000,1012869000,8324012000,109122000,128384000,0.015423332,1.744057975,4.712143426,3991304000,3073395000,917909000,7227793000,213788000,233446000,0.032298379,1.810885114,4.348256744
BBB-,11,4064828000,2955124000,1109704000,1869029000,411769000,304779000,0.163068096,0.459805187,3.662984003,0,0,0,0,0,0,0,0,0,3679634000,3204720000,474914000,2146729000,432106000,337314000,0.157129288,0.583408295,7.748000691
BBB-,10,4050694000,2181014000,1869680000,11455386000,145337000,300129000,0.026199816,2.828005769,2.166517265,3791000000,2203000000,1588000000,9147000000,244000000,396000000,0.043292883,2.412819836,2.387279597,2684000000,1417000000,1267000000,5879000000,157000000,285000000,0.048477632,2.190387481,2.118389897
BBB-,9,4032000000,3088000000,944000000,5352000000,58000000,140000000,0.026158445,1.327380952,4.271186441,0,0,0,0,0,0,0,0,0,2532000000,1854000000,678000000,3500000000,54000000,62000000,0.017714286,1.382306477,3.734513274
BBB-,12,3994814000,2338731000,1656083000,5970412000,394408000,312099000,0.052274282,1.494540672,2.412206393,0,0,0,0,0,0,0,0,0,3007468000,1969692000,1037776000,6612432000,227442000,200865000,0.030376872,2.198670776,2.897993401
BBB-,8,3977000000,2814000000,1163000000,4816000000,201000000,292000000,0.060631229,1.210963037,3.419604471,0,0,0,0,0,0,0,0,0,3251000000,2192000000,1059000000,4489000000,210000000,238000000,0.05301849,1.380805906,3.069877243
BBB-,10,3944778000,1972886000,1971892000,10272669000,409849000,253747000,0.024701176,2.604118407,2.000504084,3691248000,1937646000,1753602000,9454516000,567833000,400344000,0.042344209,2.561333186,2.104951979,3795961000,2323292000,1472669000,9492759000,268850000,194742000,0.020514794,2.50075251,2.577606373
BBB-,5,3941000000,1643000000,2298000000,3514000000,180000000,130000000,0.036994878,0.891651865,1.714969539,0,0,0,0,0,0,0,0,0,4689725000,2621820000,2067905000,7702856000,-419974000,-483166000,-0.062725566,1.642496308,2.267862885
BBB-,13,3878884000,2609515000,1269369000,6873904000,266667000,168517000,0.024515472,1.772134459,3.055757624,3578450000,2443302000,1135148000,10596388000,300879000,195494000,0.018449117,2.961166986,3.15240832,3358336000,2390411000,967925000,8367873000,137002000,87588000,0.010467176,2.491672364,3.469624196
BBB-,9,3854725000,3044683000,810042000,19845052000,273310000,102632000,0.005171667,5.148240666,4.758673007,3490962000,2783552000,707410000,11350397000,119021000,56854000,0.005008988,3.251366529,4.934849663,2647000000,1988000000,659000000,11320000000,133000000,112000000,0.009893993,4.276539479,4.016691958
BBB-,8,3829795000,1561425000,2268370000,10538104000,897701000,837527000,0.079476061,2.751610465,1.688346698,3723364000,2246994000,1476370000,6547494000,295674000,261032000,0.039867467,1.758488829,2.521972134,2358000000,1122000000,1236000000,5614000000,172000000,154000000,0.027431421,2.380831213,1.90776699
BBB-,6,3795210000,2242786000,1552424000,2561679000,190229000,132315000,0.051651671,0.674976879,2.444699386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB-,13,3761949000,1733167000,2028782000,10607627000,-56570000,104172000,0.009820481,2.819715791,1.854289421,4803031000,2878148000,1924883000,18022041000,490220000,297246000,0.01649347,3.752222503,2.495232697,0,0,0,0,0,0,0,0,0
BBB-,10,3745021000,1050270000,2694751000,9630953000,350996000,337860000,0.035080641,2.571668623,1.389746585,3709410000,1339620000,2369790000,9075472000,229596000,204059000,0.022484671,2.446607951,1.565290595,3326000000,1092000000,2234000000,8608000000,211000000,196000000,0.022769517,2.588093806,1.488809311
BBB-,6,3731522000,2125857000,1605665000,11885797000,534262000,439850000,0.037006353,3.185241036,2.323972933,3094000000,1907000000,1187000000,8286000000,398000000,273000000,0.03294714,2.678086619,2.606571188,2184134000,1345749000,838385000,6995003000,468971000,452655000,0.064711195,3.202643702,2.60516827
BBB-,9,3665000000,1600000000,2065000000,7016000000,889000000,820000000,0.116875713,1.914324693,1.774818402,3079000000,1799000000,1280000000,4416000000,106000000,88000000,0.019927536,1.434231893,2.40546875,1563000000,444000000,1119000000,4404000000,223000000,221000000,0.050181653,2.817658349,1.396782842
BBB-,12,3653047000,2131458000,1521589000,5447499000,127521000,18010000,0.003306104,1.491220617,2.4008106,0,0,0,0,0,0,0,0,0,3563000000,2072000000,1491000000,4350000000,47000000,15000000,0.003448276,1.22088128,2.389671362
BBB-,6,3640939000,1062442000,2578497000,896011000,235283000,245815000,0.27434373,0.246093384,1.412039262,0,0,0,0,0,0,0,0,0,3194000000,961000000,2233000000,646000000,125000000,134000000,0.207430341,0.202254227,1.430362741
BBB-,7,3622607000,2500894000,1121713000,1389296000,198797000,64699000,0.04656963,0.383507237,3.229531083,0,0,0,0,0,0,0,0,0,3578000000,2594000000,984000000,1641000000,74000000,45000000,0.027422303,0.45863611,3.636178862
BBB-,9,3566207000,1795541000,1770666000,4859179000,213685000,251599000,0.051778088,1.36256224,2.014048386,0,0,0,0,0,0,0,0,0,4225000000,1959000000,2266000000,4420000000,142000000,214000000,0.04841629,1.046153846,1.864518976
BBB-,7,3554776000,1577102000,1977674000,2595148000,322790000,292626000,0.112758887,0.730045437,1.797452967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB-,11,3495841000,2598216000,897625000,3109385000,168152000,55601000,0.017881671,0.889452638,3.894545049,0,0,0,0,0,0,0,0,0,3169784000,2354785000,814999000,3030510000,104710000,40984000,0.013523796,0.95606199,3.889310294
BBB-,10,3468820000,2060339000,1408481000,4961741000,75129000,176734000,0.035619352,1.430382954,2.462809225,0,0,0,0,0,0,0,0,0,2965000000,1946000000,1019000000,6211000000,42000000,217000000,0.034938013,2.094772344,2.909715407
BBB-,10,3467289000,2492079000,975210000,44202659000,142851000,26228000,0.000593358,12.74847842,3.555428062,2597000000,1648000000,949000000,28216000000,203000000,153000000,0.005422455,10.86484405,2.736564805,2518000000,1708000000,810000000,23915000000,309000000,288000000,0.012042651,9.497617156,3.108641975
BBB-,10,3386393000,1391366000,1995027000,3832071000,265975000,257270000,0.067136021,1.13160847,1.697417128,0,0,0,0,0,0,0,0,0,2774647000,1260894000,1513753000,4664647000,328393000,359644000,0.077099939,1.681167731,1.832958878
BBB-,9,3356000000,1443000000,1913000000,7077000000,183000000,116000000,0.016391126,2.108760429,1.754312598,3833112000,2022546000,1810566000,10813132000,259295000,207815000,0.019218761,2.820979924,2.117079411,3509000000,1883000000,1626000000,16264000000,117000000,224000000,0.01377275,4.634938729,2.158056581
BBB-,9,3346701000,1904056000,1442645000,3423105000,169233000,133241000,0.038924018,1.022829646,2.319836827,0,0,0,0,0,0,0,0,0,1985594000,1197049000,788545000,2644368000,97402000,105765000,0.039996324,1.331776788,2.518047797
BBB-,8,3308999000,2291751000,1017248000,5562218000,143492000,76214000,0.013702088,1.680936743,3.2528931,0,0,0,0,0,0,0,0,0,2698000000,1798000000,900000000,4188000000,97000000,65000000,0.015520535,1.552260934,2.997777778
BBB-,6,3287338000,2060237000,1227101000,2464126000,314973000,235857000,0.09571629,0.749580968,2.678946558,0,0,0,0,0,0,0,0,0,3008186000,2158584000,849602000,2261143000,157080000,117004000,0.051745511,0.751663295,3.540700234
BBB-,10,3281515000,2030629000,1250886000,6823141000,227287000,141604000,0.020753492,2.079265522,2.623352568,2806493000,1664060000,1142433000,5827455000,169909000,119065000,0.020431732,2.076418862,2.456593078,2927712000,1860382000,1067330000,6016425000,168724000,126116000,0.02096195,2.054992089,2.743024182
BBB-,13,3268000000,1971000000,1297000000,1977000000,264000000,184000000,0.093070309,0.60495716,2.519660756,0,0,0,0,0,0,0,0,0,3086000000,1604000000,1482000000,2152000000,174000000,215000000,0.099907063,0.697342839,2.082321188
BBB-,10,3254350000,1601392000,1652958000,7458319000,269468000,249382000,0.033436757,2.291799899,1.968803805,2905502000,1472536000,1432966000,6400717000,127204000,124940000,0.019519688,2.202964238,2.027614054,2833347000,1507009000,1326338000,5959389000,220242000,234954000,0.039425854,2.103303619,2.136217917
BBB-,6,3238000000,1449000000,1789000000,1914000000,74000000,41000000,0.021421108,0.591105621,1.809949693,0,0,0,0,0,0,0,0,0,3280000000,1569000000,1711000000,2495000000,80000000,54000000,0.021643287,0.760670732,1.917007598
BBB-,10,3214513000,1479886000,1734627000,2520438000,22558000,5886000,0.002335308,0.784080823,1.853143644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB-,11,3184000000,2413000000,771000000,1671000000,333000000,263000000,0.157390784,0.524811558,4.129701686,0,0,0,0,0,0,0,0,0,1578000000,1254000000,324000000,841000000,170000000,157000000,0.186682521,0.532953105,4.87037037
BBB-,8,3182834000,1311516000,1871318000,3661318000,59850000,90336000,0.024673082,1.150332691,1.700851485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB-,10,3091100000,2089590000,1001510000,10285859000,130813000,94610000,0.009198065,3.327572385,3.086439476,3529553000,2193292000,1336261000,11872011000,140457000,97168000,0.008184629,3.36360185,2.641364973,3837201000,2587348000,1249853000,10150130000,126521000,104786000,0.010323612,2.645191117,3.070121846
BBB-,8,3028000000,2099000000,929000000,2791000000,-142000000,-493000000,-0.176639197,0.921730515,3.25941873,0,0,0,0,0,0,0,0,0,3677000000,2452000000,1225000000,6225000000,129000000,90000000,0.014457831,1.692956214,3.001632653
BBB-,9,3025000000,1602000000,1423000000,2700000000,208000000,201000000,0.074444444,0.892561983,2.125790583,0,0,0,0,0,0,0,0,0,1212000000,698000000,514000000,2557000000,84000000,156000000,0.061008995,2.109735974,2.357976654
BBB-,10,3024005000,1063971000,1960034000,2561026000,36573000,-159921000,-0.062444114,0.846898732,1.54283293,0,0,0,0,0,0,0,0,0,3127264000,1219409000,1907855000,2310152000,234991000,202369000,0.087599864,0.738713457,1.639151822
BBB-,8,2988278000,1620800000,1367478000,2393796000,161045000,136813000,0.057153158,0.801062016,2.185247587,0,0,0,0,0,0,0,0,0,1879887000,796834000,1083053000,2916616000,211162000,214073000,0.073397732,1.551484743,1.735729461
BBB-,8,2979852000,1526201000,1453651000,1851690000,182969000,123513000,0.06670285,0.621403345,2.049908816,0,0,0,0,0,0,0,0,0,2079000000,830000000,1249000000,2400000000,161000000,118000000,0.049166667,1.154401154,1.664531625
BBB-,8,2970158000,2437726000,532432000,4082402000,-29964000,61777000,0.015132513,1.374473008,5.578473871,0,0,0,0,0,0,0,0,0,1821000000,1439000000,382000000,2972000000,-3000000,65000000,0.021870794,1.632070291,4.767015707
BBB-,14,2900000000,1515000000,1385000000,11665000000,342000000,291000000,0.024946421,4.022413793,2.093862816,2933000000,1809000000,1124000000,6731000000,184000000,155000000,0.023027782,2.294919877,2.609430605,3584000000,2285000000,1299000000,8971000000,330000000,333000000,0.037119608,2.503069196,2.75904542
BBB-,11,2893000000,1575000000,1318000000,11596000000,53000000,32000000,0.002759572,4.008295887,2.194992413,3609891000,2271062000,1338829000,15449328000,243657000,193444000,0.012521192,4.279721465,2.696304756,3120000000,1934000000,1186000000,14481000000,164000000,176000000,0.012153857,4.641346154,2.6306914
